CLASSID,SPELLID,SPELLNAME,RANK,ICON_NAME,TOOLTIP,SPEC_0,SPEC_1,SPEC_2
4,18710,Master Summoner,2,spell_shadow_impphaseshift,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18710/master-summoner""><b class=""whtt-name"">Master Summoner</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Reduces the casting time of your Imp, Voidwalker, Succubus, Incubus, and Felhunter Summoning spells by 4 sec and the Mana cost by 40%.</div></td></tr></table>",0,1,1
4,18746,Fel Intellect,5,spell_holy_magicalsentry,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18746/fel-intellect""><b class=""whtt-name"">Fel Intellect</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases the maximum Mana of your Imp, Voidwalker, Succubus, Incubus, and Felhunter by 15%.</div></td></tr></table>",0,1,0
4,18749,Fel Stamina,2,spell_shadow_antishadow,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18749/fel-stamina""><b class=""whtt-name"">Fel Stamina</b></a><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases the maximum Health of your Imp, Voidwalker, Succubus, Incubus, and Felhunter by 6%.</div></td></tr></table>",0,1,0
4,18752,Fel Stamina,5,spell_shadow_antishadow,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18752/fel-stamina""><b class=""whtt-name"">Fel Stamina</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases the maximum Health of your Imp, Voidwalker, Succubus, Incubus, and Felhunter by 15%.</div></td></tr></table>",0,0,1
4,18770,Unholy Power,2,spell_shadow_shadowworddominate,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18770/unholy-power""><b class=""whtt-name"">Unholy Power</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases the damage done by your Voidwalker, Succubus, Incubus, and Felhunter's melee attacks by 8%.</div></td></tr></table>",0,0,1
4,18773,Unholy Power,5,spell_shadow_shadowworddominate,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18773/unholy-power""><b class=""whtt-name"">Unholy Power</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases the damage done by your Voidwalker, Succubus, Incubus, and Felhunter's melee attacks by 20%.</div></td></tr></table>",0,1,0
4,18788,Demonic Sacrifice,1,spell_shadow_psychicscream,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18788/demonic-sacrifice""><b class=""whtt-name"">Demonic Sacrifice</b></a><div class=""q0"">Talent</div>100 yd range<br />Instant<div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">When activated, sacrifices your summoned demon to grant you an effect that lasts 30 min. &nbsp;The effect is canceled if any Demon is summoned.<br /><br />Imp: Increases your Fire damage by 15%.<br /><br />Voidwalker: Restores 3% of total Health every 4 sec.<br /><br />Succubus/Incubus: Increases your Shadow damage by 15%.<br /><br />Felhunter: Restores 2% of total Mana every 4 sec.</div></td></tr></table>",0,0,1
4,18830,Improved Curse of Agony,3,spell_shadow_curseofsargeras,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18830/improved-curse-of-agony""><b class=""whtt-name"">Improved Curse of Agony</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Increases the damage done by your Curse of Agony by 6%.</div></td></tr></table>",1,0,0
4,18871,Shadowburn,1,spell_shadow_scourgebuild,"<table><tr><td><table width=""100%""><tr><td><a class=""whtt-name"" href=""/classic/spell=18871/shadowburn""><b class=""whtt-name"">Shadowburn</b></a></td><th><b class=""q0""><br>Level <!--lvl-->60</b></th></tr></table><div class=""q0"">Talent</div><table width=""100%""><tr><td>365 Mana</td><th>20 yd range</th></tr></table><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->15 sec cooldown<!--cooldownText--><!--baseCooldown:15 sec cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Warlock</div><span class=""wowhead-tooltip-requirements"">Requires level 56</span><br /></td></tr></table><table><tr><td>Reagents:<br /><div class=""indent q1""><a href=""/classic/item=6265/soul-shard"">Soul Shard</a></div><div class=""q"">Instantly blasts the target for <!--ppl18871:56:62:450:300-->462 to <!--ppl18871:56:62:502:300:1-->514 Shadow damage. &nbsp;If the target dies within 5 sec of Shadowburn, and yields experience or honor, the caster gains a Soul Shard.</div></td></tr></table>",1,1,1
4,18881,Siphon Life,1,spell_shadow_requiem,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=18881/siphon-life""><b class=""whtt-name"">Siphon Life</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>365 Mana</td><th>30 yd range</th></tr></table>Instant<div class=""wowhead-tooltip-requirements"">Requires Warlock</div><span class=""wowhead-tooltip-requirements"">Requires level 58</span><br /></td></tr></table><table><tr><td><div class=""q"">Transfers 45 health from the target to the caster every 3 sec. &nbsp;Lasts 30 sec.</div></td></tr></table>",1,0,0
4,23825,Master Demonologist,5,spell_shadow_shadowpact,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=23825/master-demonologist""><b class=""whtt-name"">Master Demonologist</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Warlock</div></td></tr></table><table><tr><td><div class=""q"">Grants both the Warlock and the summoned demon an effect as long as that demon is active.<br /><br />Imp - <!--sp403789:0-->Reduces<!--sp403789--> threat caused by 20%.<br /><br />Voidwalker - Reduces physical damage taken by 10%.<br /><br />Succubus/Incubus - Increases all damage caused by 10%.<br /><br />Felhunter - Increases all resistances by 1 per level.</div></td></tr></table>",0,1,0
5,19153,Humanoid Slaying,3,spell_holy_prayerofhealing,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19153/humanoid-slaying""><b class=""whtt-name"">Humanoid Slaying</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases all damage caused against Humanoid targets by 3% and increases critical damage caused against Humanoid targets by an additional 3%.</div></td></tr></table>",0,0,1
5,19160,Savage Strikes,2,ability_racial_bloodrage,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19160/savage-strikes""><b class=""whtt-name"">Savage Strikes</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases the critical strike chance of Raptor Strike and Mongoose Bite by 20%.</div></td></tr></table>",0,0,1
5,19232,Improved Wing Clip,2,ability_rogue_trip,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19232/improved-wing-clip""><b class=""whtt-name"">Improved Wing Clip</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Gives your Wing Clip ability a 8% chance to immobilize the target for 5 sec.</div> (Proc chance: 8%)</td></tr></table>",0,0,1
5,19259,Survivalist,5,spell_shadow_twilight,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19259/survivalist""><b class=""whtt-name"">Survivalist</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases total health by 10%.</div></td></tr></table>",0,0,1
5,19263,Deterrence,1,ability_whirlwind,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19263/deterrence""><b class=""whtt-name"">Deterrence</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->5 min cooldown<!--cooldownText--><!--baseCooldown:5 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">When activated, increases your Dodge and Parry chance by 25% for 10 sec.</div></td></tr></table>",0,0,1
5,19287,Improved Feign Death,2,ability_rogue_feigndeath,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19287/improved-feign-death""><b class=""whtt-name"">Improved Feign Death</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Reduces the chance your Feign Death ability will be resisted by 4%.</div></td></tr></table>",0,0,1
5,19373,Killer Instinct,3,spell_holy_blessingofstamina,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19373/killer-instinct""><b class=""whtt-name"">Killer Instinct</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases your critical strike chance with all attacks by 3%.</div></td></tr></table>",0,0,1
5,19420,Efficiency,5,spell_frost_wizardmark,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19420/efficiency""><b class=""whtt-name"">Efficiency</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Reduces the Mana cost of your Shots and Stings by 10%.</div></td></tr></table>",1,1,1
5,19421,Improved Hunter’s Mark,1,ability_hunter_snipershot,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19421/improved-hunters-mark""><b class=""whtt-name"">Improved Hunter's Mark</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases the Ranged Attack Power bonus of your Hunter's Mark spell by 3%.</div></td></tr></table>",1,0,1
5,19423,Improved Hunter’s Mark,3,ability_hunter_snipershot,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19423/improved-hunters-mark""><b class=""whtt-name"">Improved Hunter's Mark</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases the Ranged Attack Power bonus of your Hunter's Mark spell by 9%.</div></td></tr></table>",0,1,0
5,19431,Lethal Shots,5,ability_searingarrow,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19431/lethal-shots""><b class=""whtt-name"">Lethal Shots</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases your critical strike chance with ranged weapons by 5%.</div></td></tr></table>",1,1,1
5,19490,Mortal Shots,5,ability_piercedamage,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19490/mortal-shots""><b class=""whtt-name"">Mortal Shots</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases your ranged weapon critical strike damage bonus by 30%.</div></td></tr></table>",1,1,1
5,19500,Hawk Eye,3,ability_townwatch,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19500/hawk-eye""><b class=""whtt-name"">Hawk Eye</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases the range of your ranged weapons by 6 yards.</div></td></tr></table>",1,1,1
5,19511,Ranged Weapon Specialization,5,inv_weapon_rifle_06,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19511/ranged-weapon-specialization""><b class=""whtt-name"">Ranged Weapon Specialization</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><span class=""wowhead-tooltip-requirements"">Requires Ranged Weapon</span><div class=""q"">Increases the damage you deal with ranged weapons by 5%.</div></td></tr></table>",0,1,0
5,19552,Improved Aspect of the Hawk,1,spell_nature_ravenform,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19552/improved-aspect-of-the-hawk""><b class=""whtt-name"">Improved Aspect of the Hawk</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">While Aspect of the Hawk is active, all normal ranged attacks have a 1% chance of increasing ranged attack speed by 30% for 12 sec.</div></td></tr></table>",0,0,1
5,19556,Improved Aspect of the Hawk,5,spell_nature_ravenform,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19556/improved-aspect-of-the-hawk""><b class=""whtt-name"">Improved Aspect of the Hawk</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">While Aspect of the Hawk is active, all normal ranged attacks have a 5% chance of increasing ranged attack speed by 30% for 12 sec.</div></td></tr></table>",1,1,0
5,19574,Bestial Wrath,1,ability_druid_ferociousbite,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19574/bestial-wrath""><b class=""whtt-name"">Bestial Wrath</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>12% of base mana</td><th>100 yd range</th></tr></table><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->2 min cooldown<!--cooldownText--><!--baseCooldown:2 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Send your pet into a rage causing 50% additional damage for 18 sec. &nbsp;While enraged, the beast does not feel pity or remorse or fear and it cannot be stopped unless killed.</div></td></tr></table>",1,0,0
5,19575,Improved Revive Pet,2,ability_hunter_beastsoothe,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19575/improved-revive-pet""><b class=""whtt-name"">Improved Revive Pet</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Revive Pet's casting time is reduced by 6 sec, mana cost is reduced by 40%, and increases the health your pet returns with by an additional 30%.</div></td></tr></table>",1,1,0
5,19577,Intimidation,1,ability_devour,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19577/intimidation""><b class=""whtt-name"">Intimidation</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>8% of base mana</td><th>100 yd range</th></tr></table><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->1 min cooldown<!--cooldownText--><!--baseCooldown:1 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Command your pet to intimidate the target on the next successful melee attack, causing a high amount of threat and stunning the target for 3 sec.</div></td></tr></table>",1,0,0
5,19585,Endurance Training,3,spell_nature_reincarnation,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19585/endurance-training""><b class=""whtt-name"">Endurance Training</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases the Health of your pets by 9%.</div></td></tr></table>",0,1,0
5,19586,Endurance Training,4,spell_nature_reincarnation,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19586/endurance-training""><b class=""whtt-name"">Endurance Training</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases the Health of your pets by 12%.</div></td></tr></table>",1,0,0
5,19592,Bestial Discipline,2,spell_nature_abolishmagic,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19592/bestial-discipline""><b class=""whtt-name"">Bestial Discipline</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases the Focus regeneration of your pets by 20%.</div></td></tr></table>",1,0,0
5,19596,Bestial Swiftness,1,ability_druid_dash,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19596/bestial-swiftness""><b class=""whtt-name"">Bestial Swiftness</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases the outdoor movement speed of your pets by 30%.</div></td></tr></table>",1,0,0
5,19602,Ferocity,5,inv_misc_monsterclaw_04,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19602/ferocity""><b class=""whtt-name"">Ferocity</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases the critical strike chance of your pets by 15%.</div></td></tr></table>",1,1,0
5,19620,Unleashed Fury,5,ability_bullrush,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19620/unleashed-fury""><b class=""whtt-name"">Unleashed Fury</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases the damage done by your pets by 20%.</div></td></tr></table>",1,1,0
5,19625,Frenzy,5,inv_misc_monsterclaw_03,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=19625/frenzy""><b class=""whtt-name"">Frenzy</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Gives your pet a 100% chance to gain a 30% attack speed increase for 8 sec after dealing a critical strike.</div></td></tr></table>",1,0,0
5,20904,Aimed Shot,1,inv_spear_07,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20904/aimed-shot""><b class=""whtt-name"">Aimed Shot</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>310 Mana</td><th>8 - 35 yd range</th></tr></table><table width=""100%""><tr><td>3 sec cast</td><th><!--cooldownText-->6 sec cooldown<!--cooldownText--><!--baseCooldown:6 sec cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Hunter</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><span class=""wowhead-tooltip-requirements"">Requires Ranged Weapon</span><div class=""q"">An aimed shot that increases ranged damage by 600.</div></td></tr></table>",1,1,1
5,20906,Trueshot Aura,1,ability_trueshot,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20906/trueshot-aura""><b class=""whtt-name"">Trueshot Aura</b></a><div class=""q0"">Talent</div>525 Mana<br />Instant<div class=""wowhead-tooltip-requirements"">Requires Hunter</div><span class=""wowhead-tooltip-requirements"">Requires level 60</span><br /></td></tr></table><table><tr><td><div class=""q"">Increases the attack power of party members within 45 yards by 100. &nbsp;Lasts 30 min.</div></td></tr></table>",0,1,0
5,20910,Counterattack,1,ability_warrior_challange,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=20910/counterattack""><b class=""whtt-name"">Counterattack</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>85 Mana</td><th>Melee Range</th></tr></table><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->5 sec cooldown<!--cooldownText--><!--baseCooldown:5 sec cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Hunter</div><span class=""wowhead-tooltip-requirements"">Requires level 54</span><br /></td></tr></table><table><tr><td><div class=""q"">A strike that becomes active after parrying an opponent's attack. &nbsp;This attack deals 110 damage and immobilizes the target for 5 sec. &nbsp;Counterattack cannot be blocked, dodged, or parried.</div></td></tr></table>",0,0,1
5,24283,Surefooted,3,ability_kick,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=24283/surefooted""><b class=""whtt-name"">Surefooted</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases hit chance by 3% and increases the chance movement impairing effects will be resisted by an additional 15%.</div></td></tr></table>",0,0,1
5,24295,Monster Slaying,3,inv_misc_head_dragon_black,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=24295/monster-slaying""><b class=""whtt-name"">Monster Slaying</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases all damage caused against Beasts, Giants and Dragonkin targets by 3% and increases critical damage caused against Beasts, Giants and Dragonkin targets by an additional 3%.</div></td></tr></table>",0,0,1
5,24297,Lightning Reflexes,5,spell_nature_invisibilty,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=24297/lightning-reflexes""><b class=""whtt-name"">Lightning Reflexes</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases your Agility by 15%.</div></td></tr></table>",0,0,1
5,24691,Barrage,3,ability_upgrademoonglaive,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=24691/barrage""><b class=""whtt-name"">Barrage</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Hunter</div></td></tr></table><table><tr><td><div class=""q"">Increases the damage done by your Multi-Shot and Volley spells by 15%.</div></td></tr></table>",0,1,0
6,13712,Lightning Reflexes,1,spell_nature_invisibilty,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=13712/lightning-reflexes""><b class=""whtt-name"">Lightning Reflexes</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Rogue</div></td></tr></table><table><tr><td><div class=""q"">Increases your Dodge chance by 1%.</div></td></tr></table>",0,1,0
6,13715,Dual Wield Specialization,1,ability_dualwield,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=13715/dual-wield-specialization""><b class=""whtt-name"">Dual Wield Specialization</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Rogue</div></td></tr></table><table><tr><td><div class=""q"">Increases the damage done by your offhand weapon by 10%.</div></td></tr></table>",1,0,0
6,13750,Adrenaline Rush,1,spell_shadow_shadowworddominate,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=13750/adrenaline-rush""><b class=""whtt-name"">Adrenaline Rush</b></a><div class=""q0"">Talent</div><table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->5 min cooldown<!--cooldownText--><!--baseCooldown:5 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Rogue</div></td></tr></table><table><tr><td><div class=""q"">Increases your Energy regeneration rate by 100% for 15 sec.</div></td></tr></table>",0,1,1
6,13792,Improved Gouge,3,ability_gouge,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=13792/improved-gouge""><b class=""whtt-name"">Improved Gouge</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Rogue</div></td></tr></table><table><tr><td><div class=""q"">Increases the effect duration of your Gouge ability by 1.5 sec.</div></td></tr></table>",1,1,1
6,13807,Dagger Specialization,5,inv_weapon_shortblade_05,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=13807/dagger-specialization""><b class=""whtt-name"">Dagger Specialization</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Rogue</div></td></tr></table><table><tr><td><div class=""q"">Increases your chance to get a critical strike with Daggers by 5%.</div></td></tr></table>",0,0,1
6,13845,Precision,5,ability_marksmanship,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=13845/precision""><b class=""whtt-name"">Precision</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Rogue</div></td></tr></table><table><tr><td><span class=""wowhead-tooltip-requirements"">Requires Melee Weapon</span><div class=""q"">Increases your chance to hit with melee weapons by 5%.</div></td></tr></table>",1,1,1
6,13852,Dual Wield Specialization,5,ability_dualwield,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=13852/dual-wield-specialization""><b class=""whtt-name"">Dual Wield Specialization</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Rogue</div></td></tr></table><table><tr><td><div class=""q"">Increases the damage done by your offhand weapon by 50%.</div></td></tr></table>",0,1,1
6,13863,Improved Sinister Strike,2,spell_shadow_ritualofsacrifice,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=13863/improved-sinister-strike""><b class=""whtt-name"">Improved Sinister Strike</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Rogue</div></td></tr></table><table><tr><td><div class=""q"">Reduces the Energy cost of your Sinister Strike ability by 5.</div></td></tr></table>",1,1,1
6,13866,Improved Backstab,3,ability_backstab,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=13866/improved-backstab""><b class=""whtt-name"">Improved Backstab</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Rogue</div></td></tr></table><table><tr><td><div class=""q"">Increases the critical strike chance of your Backstab ability by 30%.</div></td></tr></table>",1,0,1
6,13872,Endurance,2,spell_shadow_shadowward,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=13872/endurance""><b class=""whtt-name"">Endurance</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Rogue</div></td></tr></table><table><tr><td><div class=""q"">Reduces the cooldown of your Sprint and Evasion abilities by 1.5 min.</div></td></tr></table>",0,1,1
6,13875,Improved Sprint,2,ability_rogue_sprint,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=13875/improved-sprint""><b class=""whtt-name"">Improved Sprint</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Rogue</div></td></tr></table><table><tr><td><div class=""q"">Gives a 100% chance to remove all movement impairing effects when you activate your Sprint ability.</div></td></tr></table>",1,1,1
6,13877,Blade Flurry,1,ability_warrior_punishingblow,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=13877/blade-flurry""><b class=""whtt-name"">Blade Flurry</b></a><div class=""q0"">Talent</div>25 Energy<table width=""100%""><tr><td>Instant</td><th><!--cooldownText-->2 min cooldown<!--cooldownText--><!--baseCooldown:2 min cooldown--></th></tr></table><div class=""wowhead-tooltip-requirements"">Requires Rogue</div></td></tr></table><table><tr><td><div class=""q"">Increases your attack speed by 20%. &nbsp;In addition, attacks strike an additional nearby opponent. &nbsp;Lasts 15 sec.</div></td></tr></table>",0,1,1
6,13964,Sword Specialization,5,inv_sword_27,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=13964/sword-specialization""><b class=""whtt-name"">Sword Specialization</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Rogue</div></td></tr></table><table><tr><td><div class=""q"">Gives you a 5% chance to get an extra attack on the same target after dealing damage with your Sword.</div> (Proc chance: 5%, 200ms cooldown)</td></tr></table>",0,1,0
6,14075,Opportunity,5,ability_warrior_warcry,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=14075/opportunity""><b class=""whtt-name"">Opportunity</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Rogue</div></td></tr></table><table><tr><td><div class=""q"">Increases the damage dealt when striking from behind with your Backstab, Garrote, or Ambush abilities by 20%.</div></td></tr></table>",1,0,1
6,14117,Improved Poisons,5,ability_poisons,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=14117/improved-poisons""><b class=""whtt-name"">Improved Poisons</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Rogue</div></td></tr></table><table><tr><td><div class=""q"">Increases the chance to apply poisons to your target by 10%.</div></td></tr></table>",1,0,0
6,14137,Lethality,5,ability_criticalstrike,"<table><tr><td><a class=""whtt-name"" href=""/classic/spell=14137/lethality""><b class=""whtt-name"">Lethality</b></a><div class=""q0"">Talent</div><div class=""wowhead-tooltip-requirements"">Requires Rogue</div></td></tr></table><table><tr><td><div class=""q"">Increases the critical strike damage bonus of your Sinister Strike, Gouge, Backstab, Ghostly Strike, and Hemorrhage abilities by 30%.</div></td></tr></table>",1,1,1
