DB_ID,DISP_ID,EQ_TYPE,ICON_NAME,TYPE,NAME,SOURCE,ITEM_QUALITY,ITEM_LEVEL,BIS,FIERY_CORE,LAVA_CORE,CLASS_MASK,SET,MIN_DAMAGE,MAX_DAMAGE,SPEED,ARMOR,BLOCK_VALUE,ROLE,STAMINA,STRENGTH,AGILITY,INTELLIGENCE,SPIRIT,MP5,ATTACK_POWER,R_ATTACK_POWER,SPELL_DAMAGE,SPELL_HEAL,SPELL_FROST,SPELL_SHADOW,SPELL_FIRE,SPELL_NATURE,HIT_PCT,CRIT_PCT,SPELL_HIT,SPELL_CRIT,PARRY_PCT,DODGE_PCT,BLOCK_PCT,DEFENSE,RESIST_FIRE,RESIST_SHADOW,RESIST_NATURE,RESIST_FROST,RESIST_ARCANE,HEAL_PER_5_SEC,SKILL_DAGGER,SKILL_SWORD,THORNS,COMMENTS,TOOLTIP
12424,5679,6,inv_belt_01,Plate,Imperial Plate Belt,Starter,2,53,0,0,0,128,321,0,0,0,285,0,PHYS,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q2"">Imperial Plate Belt</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->53</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Waist</td><th><!--scstart4:4--><span class=""q1"">Plate</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->285 Armor</span><br><span><!--stat4-->+12 Strength</span><br><span><!--stat7-->+11 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 40 / 40</td></tr></table><table><tr><td>Requires Level <!--rlvl-->47<br><!--rr--><!--itemEffects:0--><br /><span class=""q""><a href=""/classic/item-set=321/imperial-plate"" class=""q"">Imperial Plate</a> (0/7)</span><div class=""q0 indent""><span><!--si12424--><a href=""/classic/item=12424/imperial-plate-belt"">Imperial Plate Belt</a></span><br /><span><!--si12426--><a href=""/classic/item=12426/imperial-plate-boots"">Imperial Plate Boots</a></span><br /><span><!--si12425--><a href=""/classic/item=12425/imperial-plate-bracers"">Imperial Plate Bracers</a></span><br /><span><!--si12422--><a href=""/classic/item=12422/imperial-plate-chest"">Imperial Plate Chest</a></span><br /><span><!--si12427--><a href=""/classic/item=12427/imperial-plate-helm"">Imperial Plate Helm</a></span><br /><span><!--si12429--><a href=""/classic/item=12429/imperial-plate-leggings"">Imperial Plate Leggings</a></span><br /><span><!--si12428--><a href=""/classic/item=12428/imperial-plate-shoulders"">Imperial Plate Shoulders</a></span></div><br /><span class=""q0""><span>(2) Set : <a href=""/classic/spell=15666/increased-armor-100"">+100 Armor.</a></span><br /><span>(4) Set : <a href=""/classic/spell=9335/attack-power-28"">+28 Attack Power.</a></span><br /><span>(6) Set : <a href=""/classic/spell=14465/increased-stamina-18"">+18 Stamina.</a></span></span><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneysilver"">55</span> <span class=""moneycopper"">33</span></div></td></tr></table>"
12425,24511,9,inv_bracer_19,Plate,Imperial Plate Bracers,Starter,2,54,0,0,0,128,321,0,0,0,225,0,PHYS,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q2"">Imperial Plate Bracers</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->54</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Wrist</td><th><!--scstart4:4--><span class=""q1"">Plate</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->225 Armor</span><br><span><!--stat4-->+9 Strength</span><br><span><!--stat7-->+8 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 40 / 40</td></tr></table><table><tr><td>Requires Level <!--rlvl-->49<br><!--rr--><!--itemEffects:0--><br /><span class=""q""><a href=""/classic/item-set=321/imperial-plate"" class=""q"">Imperial Plate</a> (0/7)</span><div class=""q0 indent""><span><!--si12424--><a href=""/classic/item=12424/imperial-plate-belt"">Imperial Plate Belt</a></span><br /><span><!--si12426--><a href=""/classic/item=12426/imperial-plate-boots"">Imperial Plate Boots</a></span><br /><span><!--si12425--><a href=""/classic/item=12425/imperial-plate-bracers"">Imperial Plate Bracers</a></span><br /><span><!--si12422--><a href=""/classic/item=12422/imperial-plate-chest"">Imperial Plate Chest</a></span><br /><span><!--si12427--><a href=""/classic/item=12427/imperial-plate-helm"">Imperial Plate Helm</a></span><br /><span><!--si12429--><a href=""/classic/item=12429/imperial-plate-leggings"">Imperial Plate Leggings</a></span><br /><span><!--si12428--><a href=""/classic/item=12428/imperial-plate-shoulders"">Imperial Plate Shoulders</a></span></div><br /><span class=""q0""><span>(2) Set : <a href=""/classic/spell=15666/increased-armor-100"">+100 Armor.</a></span><br /><span>(4) Set : <a href=""/classic/spell=9335/attack-power-28"">+28 Attack Power.</a></span><br /><span>(6) Set : <a href=""/classic/spell=14465/increased-stamina-18"">+18 Stamina.</a></span></span><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneysilver"">60</span> <span class=""moneycopper"">44</span></div></td></tr></table>"
12426,24513,8,inv_boots_plate_01,Plate,Imperial Plate Boots,Starter,2,59,0,0,0,128,321,0,0,0,386,0,PHYS,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q2"">Imperial Plate Boots</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->59</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Feet</td><th><!--scstart4:4--><span class=""q1"">Plate</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->386 Armor</span><br><span><!--stat4-->+13 Strength</span><br><span><!--stat7-->+12 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 55 / 55</td></tr></table><table><tr><td>Requires Level <!--rlvl-->54<br><!--rr--><!--itemEffects:0--><br /><span class=""q""><a href=""/classic/item-set=321/imperial-plate"" class=""q"">Imperial Plate</a> (0/7)</span><div class=""q0 indent""><span><!--si12424--><a href=""/classic/item=12424/imperial-plate-belt"">Imperial Plate Belt</a></span><br /><span><!--si12426--><a href=""/classic/item=12426/imperial-plate-boots"">Imperial Plate Boots</a></span><br /><span><!--si12425--><a href=""/classic/item=12425/imperial-plate-bracers"">Imperial Plate Bracers</a></span><br /><span><!--si12422--><a href=""/classic/item=12422/imperial-plate-chest"">Imperial Plate Chest</a></span><br /><span><!--si12427--><a href=""/classic/item=12427/imperial-plate-helm"">Imperial Plate Helm</a></span><br /><span><!--si12429--><a href=""/classic/item=12429/imperial-plate-leggings"">Imperial Plate Leggings</a></span><br /><span><!--si12428--><a href=""/classic/item=12428/imperial-plate-shoulders"">Imperial Plate Shoulders</a></span></div><br /><span class=""q0""><span>(2) Set : <a href=""/classic/spell=15666/increased-armor-100"">+100 Armor.</a></span><br /><span>(4) Set : <a href=""/classic/spell=9335/attack-power-28"">+28 Attack Power.</a></span><br /><span>(6) Set : <a href=""/classic/spell=14465/increased-stamina-18"">+18 Stamina.</a></span></span><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">20</span> <span class=""moneycopper"">62</span></div></td></tr></table>"
12427,14964,1,inv_helmet_22,Plate,Imperial Plate Helm,Starter,2,59,0,0,0,128,321,0,0,0,456,0,PHYS,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q2"">Imperial Plate Helm</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->59</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Head</td><th><!--scstart4:4--><span class=""q1"">Plate</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->456 Armor</span><br><span><!--stat4-->+18 Strength</span><br><span><!--stat7-->+17 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 70 / 70</td></tr></table><table><tr><td>Requires Level <!--rlvl-->54<br><!--rr--><!--itemEffects:0--><br /><span class=""q""><a href=""/classic/item-set=321/imperial-plate"" class=""q"">Imperial Plate</a> (0/7)</span><div class=""q0 indent""><span><!--si12424--><a href=""/classic/item=12424/imperial-plate-belt"">Imperial Plate Belt</a></span><br /><span><!--si12426--><a href=""/classic/item=12426/imperial-plate-boots"">Imperial Plate Boots</a></span><br /><span><!--si12425--><a href=""/classic/item=12425/imperial-plate-bracers"">Imperial Plate Bracers</a></span><br /><span><!--si12422--><a href=""/classic/item=12422/imperial-plate-chest"">Imperial Plate Chest</a></span><br /><span><!--si12427--><a href=""/classic/item=12427/imperial-plate-helm"">Imperial Plate Helm</a></span><br /><span><!--si12429--><a href=""/classic/item=12429/imperial-plate-leggings"">Imperial Plate Leggings</a></span><br /><span><!--si12428--><a href=""/classic/item=12428/imperial-plate-shoulders"">Imperial Plate Shoulders</a></span></div><br /><span class=""q0""><span>(2) Set : <a href=""/classic/spell=15666/increased-armor-100"">+100 Armor.</a></span><br /><span>(4) Set : <a href=""/classic/spell=9335/attack-power-28"">+28 Attack Power.</a></span><br /><span>(6) Set : <a href=""/classic/spell=14465/increased-stamina-18"">+18 Stamina.</a></span></span><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">21</span> <span class=""moneycopper"">6</span></div></td></tr></table>"
12428,24509,3,inv_shoulder_02,Plate,Imperial Plate Shoulders,Starter,2,53,0,0,0,128,321,0,0,0,380,0,PHYS,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q2"">Imperial Plate Shoulders</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->53</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Shoulder</td><th><!--scstart4:4--><span class=""q1"">Plate</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->380 Armor</span><br><span><!--stat4-->+12 Strength</span><br><span><!--stat7-->+11 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 70 / 70</td></tr></table><table><tr><td>Requires Level <!--rlvl-->47<br><!--rr--><!--itemEffects:0--><br /><span class=""q""><a href=""/classic/item-set=321/imperial-plate"" class=""q"">Imperial Plate</a> (0/7)</span><div class=""q0 indent""><span><!--si12424--><a href=""/classic/item=12424/imperial-plate-belt"">Imperial Plate Belt</a></span><br /><span><!--si12426--><a href=""/classic/item=12426/imperial-plate-boots"">Imperial Plate Boots</a></span><br /><span><!--si12425--><a href=""/classic/item=12425/imperial-plate-bracers"">Imperial Plate Bracers</a></span><br /><span><!--si12422--><a href=""/classic/item=12422/imperial-plate-chest"">Imperial Plate Chest</a></span><br /><span><!--si12427--><a href=""/classic/item=12427/imperial-plate-helm"">Imperial Plate Helm</a></span><br /><span><!--si12429--><a href=""/classic/item=12429/imperial-plate-leggings"">Imperial Plate Leggings</a></span><br /><span><!--si12428--><a href=""/classic/item=12428/imperial-plate-shoulders"">Imperial Plate Shoulders</a></span></div><br /><span class=""q0""><span>(2) Set : <a href=""/classic/spell=15666/increased-armor-100"">+100 Armor.</a></span><br /><span>(4) Set : <a href=""/classic/spell=9335/attack-power-28"">+28 Attack Power.</a></span><br /><span>(6) Set : <a href=""/classic/spell=14465/increased-stamina-18"">+18 Stamina.</a></span></span><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneysilver"">86</span> <span class=""moneycopper"">46</span></div></td></tr></table>"
12429,24506,7,inv_pants_04,Plate,Imperial Plate Leggings,Starter,2,61,0,0,0,128,321,0,0,0,507,0,PHYS,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q2"">Imperial Plate Leggings</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->61</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Legs</td><th><!--scstart4:4--><span class=""q1"">Plate</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->507 Armor</span><br><span><!--stat4-->+18 Strength</span><br><span><!--stat7-->+18 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 85 / 85</td></tr></table><table><tr><td>Requires Level <!--rlvl-->56<br><!--rr--><!--itemEffects:0--><br /><span class=""q""><a href=""/classic/item-set=321/imperial-plate"" class=""q"">Imperial Plate</a> (0/7)</span><div class=""q0 indent""><span><!--si12424--><a href=""/classic/item=12424/imperial-plate-belt"">Imperial Plate Belt</a></span><br /><span><!--si12426--><a href=""/classic/item=12426/imperial-plate-boots"">Imperial Plate Boots</a></span><br /><span><!--si12425--><a href=""/classic/item=12425/imperial-plate-bracers"">Imperial Plate Bracers</a></span><br /><span><!--si12422--><a href=""/classic/item=12422/imperial-plate-chest"">Imperial Plate Chest</a></span><br /><span><!--si12427--><a href=""/classic/item=12427/imperial-plate-helm"">Imperial Plate Helm</a></span><br /><span><!--si12429--><a href=""/classic/item=12429/imperial-plate-leggings"">Imperial Plate Leggings</a></span><br /><span><!--si12428--><a href=""/classic/item=12428/imperial-plate-shoulders"">Imperial Plate Shoulders</a></span></div><br /><span class=""q0""><span>(2) Set : <a href=""/classic/spell=15666/increased-armor-100"">+100 Armor.</a></span><br /><span>(4) Set : <a href=""/classic/spell=9335/attack-power-28"">+28 Attack Power.</a></span><br /><span>(6) Set : <a href=""/classic/spell=14465/increased-stamina-18"">+18 Stamina.</a></span></span><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">1</span> <span class=""moneysilver"">79</span> <span class=""moneycopper"">23</span></div></td></tr></table>"
15050,26912,5,inv_chest_plate06,Mail,Black Dragonscale Breastplate,Crafted,3,58,0,2,2,164,489,0,0,0,344,0,PHYS,8,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Black Dragonscale Breastplate</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->58</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Chest</td><th><!--scstart4:3--><span class=""q1"">Mail</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->344 Armor</span><br><span><!--stat7-->+8 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><br>+12 Fire Resistance<!--e--><!--ps--><br>Durability 120 / 120</td></tr></table><table><tr><td>Requires Level <!--rlvl-->53<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=14056/attack-power-50"" class=""q2"">+50 Attack Power.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br /><br /><span class=""q""><a href=""/classic/item-set=489/black-dragon-mail"" class=""q"">Black Dragon Mail</a> (0/4)</span><div class=""q0 indent""><span><!--si16984--><a href=""/classic/item=16984/black-dragonscale-boots"">Black Dragonscale Boots</a></span><br /><span><!--si15050--><a href=""/classic/item=15050/black-dragonscale-breastplate"">Black Dragonscale Breastplate</a></span><br /><span><!--si15052--><a href=""/classic/item=15052/black-dragonscale-leggings"">Black Dragonscale Leggings</a></span><br /><span><!--si15051--><a href=""/classic/item=15051/black-dragonscale-shoulders"">Black Dragonscale Shoulders</a></span></div><br /><span class=""q0""><span>(2) Set : <a href=""/classic/spell=15464/increased-hit-chance-1"">Improves your chance to hit by 1%.</a></span><br /><span>(3) Set : <a href=""/classic/spell=7598/increased-critical-2"">Improves your chance to get a critical strike by 2%.</a></span><br /><span>(4) Set : <a href=""/classic/spell=14590/increased-fire-resist-10"">+10 Fire Resistance.</a></span></span><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">2</span> <span class=""moneysilver"">60</span> <span class=""moneycopper"">71</span></div></td></tr></table>"
15051,25545,3,inv_shoulder_01,Mail,Black Dragonscale Shoulders,Crafted,3,60,0,1,2,164,489,0,0,0,266,0,PHYS,9,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Black Dragonscale Shoulders</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->60</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Shoulder</td><th><!--scstart4:3--><span class=""q1"">Mail</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->266 Armor</span><br><span><!--stat7-->+9 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><br>+6 Fire Resistance<!--e--><!--ps--><br>Durability 70 / 70</td></tr></table><table><tr><td>Requires Level <!--rlvl-->55<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=14049/attack-power-40"" class=""q2"">+40 Attack Power.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br /><br /><span class=""q""><a href=""/classic/item-set=489/black-dragon-mail"" class=""q"">Black Dragon Mail</a> (0/4)</span><div class=""q0 indent""><span><!--si16984--><a href=""/classic/item=16984/black-dragonscale-boots"">Black Dragonscale Boots</a></span><br /><span><!--si15050--><a href=""/classic/item=15050/black-dragonscale-breastplate"">Black Dragonscale Breastplate</a></span><br /><span><!--si15052--><a href=""/classic/item=15052/black-dragonscale-leggings"">Black Dragonscale Leggings</a></span><br /><span><!--si15051--><a href=""/classic/item=15051/black-dragonscale-shoulders"">Black Dragonscale Shoulders</a></span></div><br /><span class=""q0""><span>(2) Set : <a href=""/classic/spell=15464/increased-hit-chance-1"">Improves your chance to hit by 1%.</a></span><br /><span>(3) Set : <a href=""/classic/spell=7598/increased-critical-2"">Improves your chance to get a critical strike by 2%.</a></span><br /><span>(4) Set : <a href=""/classic/spell=14590/increased-fire-resist-10"">+10 Fire Resistance.</a></span></span><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">2</span> <span class=""moneysilver"">17</span> <span class=""moneycopper"">36</span></div></td></tr></table>"
15052,26918,7,inv_pants_03,Mail,Black Dragonscale Leggings,Crafted,3,62,0,3,1,164,489,0,0,0,320,0,PHYS,8,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Black Dragonscale Leggings</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->62</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Legs</td><th><!--scstart4:3--><span class=""q1"">Mail</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->320 Armor</span><br><span><!--stat7-->+8 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><br>+13 Fire Resistance<!--e--><!--ps--><br>Durability 90 / 90</td></tr></table><table><tr><td>Requires Level <!--rlvl-->57<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=15813/attack-power-54"" class=""q2"">+54 Attack Power.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br /><br /><span class=""q""><a href=""/classic/item-set=489/black-dragon-mail"" class=""q"">Black Dragon Mail</a> (0/4)</span><div class=""q0 indent""><span><!--si16984--><a href=""/classic/item=16984/black-dragonscale-boots"">Black Dragonscale Boots</a></span><br /><span><!--si15050--><a href=""/classic/item=15050/black-dragonscale-breastplate"">Black Dragonscale Breastplate</a></span><br /><span><!--si15052--><a href=""/classic/item=15052/black-dragonscale-leggings"">Black Dragonscale Leggings</a></span><br /><span><!--si15051--><a href=""/classic/item=15051/black-dragonscale-shoulders"">Black Dragonscale Shoulders</a></span></div><br /><span class=""q0""><span>(2) Set : <a href=""/classic/spell=15464/increased-hit-chance-1"">Improves your chance to hit by 1%.</a></span><br /><span>(3) Set : <a href=""/classic/spell=7598/increased-critical-2"">Improves your chance to get a critical strike by 2%.</a></span><br /><span>(4) Set : <a href=""/classic/spell=14590/increased-fire-resist-10"">+10 Fire Resistance.</a></span></span><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">3</span> <span class=""moneysilver"">19</span> <span class=""moneycopper"">33</span></div></td></tr></table>"
16984,28760,8,inv_boots_plate_09,Mail,Black Dragonscale Boots,Crafted,4,61,0,2,2,164,489,0,0,0,270,0,PHYS,10,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q4"">Black Dragonscale Boots</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->61</span><!--bo--><br>Binds when equipped<!--ue--><table width=""100%""><tr><td>Feet</td><th><!--scstart4:3--><span class=""q1"">Mail</span><!--scend--></th></tr></table><!--rf--><span><!--amr-->270 Armor</span><br><span><!--stat7-->+10 Stamina</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><br>+24 Fire Resistance<!--e--><!--ps--><br>Durability 70 / 70</td></tr></table><table><tr><td>Requires Level <!--rlvl-->56<br><!--rr--><!--useText:0:1--><span id=""useText1"" class=""q2"">Equip: <!--useEffect:0:1--><a href=""/classic/spell=9335/attack-power-28"" class=""q2"">+28 Attack Power.</a><!--useEffect:1--></span><!--useText:1--><!--itemEffects:1--><br /><br /><span class=""q""><a href=""/classic/item-set=489/black-dragon-mail"" class=""q"">Black Dragon Mail</a> (0/4)</span><div class=""q0 indent""><span><!--si16984--><a href=""/classic/item=16984/black-dragonscale-boots"">Black Dragonscale Boots</a></span><br /><span><!--si15050--><a href=""/classic/item=15050/black-dragonscale-breastplate"">Black Dragonscale Breastplate</a></span><br /><span><!--si15052--><a href=""/classic/item=15052/black-dragonscale-leggings"">Black Dragonscale Leggings</a></span><br /><span><!--si15051--><a href=""/classic/item=15051/black-dragonscale-shoulders"">Black Dragonscale Shoulders</a></span></div><br /><span class=""q0""><span>(2) Set : <a href=""/classic/spell=15464/increased-hit-chance-1"">Improves your chance to hit by 1%.</a></span><br /><span>(3) Set : <a href=""/classic/spell=7598/increased-critical-2"">Improves your chance to get a critical strike by 2%.</a></span><br /><span>(4) Set : <a href=""/classic/spell=14590/increased-fire-resist-10"">+10 Fire Resistance.</a></span></span><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">3</span> <span class=""moneysilver"">26</span> <span class=""moneycopper"">53</span></div></td></tr></table>"
22301,11528,20,inv_chest_cloth_48,Cloth,Ironweave Robe,Dungeon,3,63,0,0,0,26,520,0,0,0,219,0,MAGI,24,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"<table><tr><td><!--nstart--><b class=""q3"">Ironweave Robe</b><!--nend--><!--ndstart--><!--ndend--><span class=""q""><br>Item Level <!--ilvl-->63</span><!--bo--><br>Binds when picked up<!--ue--><table width=""100%""><tr><td>Chest</td><th><!--scstart4:1--><span class=""q1"">Cloth</span><!--scend--></th></tr></table><!--rf--><span class=""q2 tip"" data-simple-tooltip=""&lt;span class=&quot;q&quot;&gt;Has 130 bonus armor.&lt;/span&gt;""><!--amr-->219 Armor</span><br><span><!--stat7-->+24 Stamina</span><br><span><!--stat5-->+15 Intellect</span><!--ebstats--><!--egstats--><!--eistats--><!--nameDescStats--><!--rs--><!--e--><!--ps--><br>Durability 80 / 80<div class=""wowhead-tooltip-item-classes"">Classes: <a href=""/classic/class=5/priest"" class=""c5"">Priest</a>, <a href=""/classic/class=8/mage"" class=""c8"">Mage</a>, <a href=""/classic/class=9/warlock"" class=""c9"">Warlock</a></div></td></tr></table><table><tr><td>Requires Level <!--rlvl-->58<br><!--rr--><!--itemEffects:0--><br /><span class=""q""><a href=""/classic/item-set=520/ironweave-battlesuit"" class=""q"">Ironweave Battlesuit</a> (0/8)</span><div class=""q0 indent""><span><!--si22306--><a href=""/classic/item=22306/ironweave-belt"">Ironweave Belt</a></span><br /><span><!--si22311--><a href=""/classic/item=22311/ironweave-boots"">Ironweave Boots</a></span><br /><span><!--si22313--><a href=""/classic/item=22313/ironweave-bracers"">Ironweave Bracers</a></span><br /><span><!--si22302--><a href=""/classic/item=22302/ironweave-cowl"">Ironweave Cowl</a></span><br /><span><!--si22304--><a href=""/classic/item=22304/ironweave-gloves"">Ironweave Gloves</a></span><br /><span><!--si22305--><a href=""/classic/item=22305/ironweave-mantle"">Ironweave Mantle</a></span><br /><span><!--si22303--><a href=""/classic/item=22303/ironweave-pants"">Ironweave Pants</a></span><br /><span><!--si22301--><a href=""/classic/item=22301/ironweave-robe"">Ironweave Robe</a></span></div><br /><span class=""q0""><span>(4) Set : <a href=""/classic/spell=27733/ironweave-battlesuit"">Increases your chance to resist Silence and Interrupt effects by 10%.</a></span><br /><span>(8) Set : <a href=""/classic/spell=14803/increased-armor-200"">+200 Armor.</a></span></span><br><!--pvpEquip--><!--pvpEquip--><div class=""whtt-sellprice"">Sell Price: <span class=""moneygold"">2</span> <span class=""moneysilver"">33</span> <span class=""moneycopper"">14</span></div></td></tr></table>"
